translation,reference,source,translation_clean,reference_clean,source_clean
 I'm not in a hurry.,I’m not in a hurry.,Eu não estou com pressa., i m not in a hurry ,i m not in a hurry ,eu não estou com pressa 
 The cup broke and spilled its content.,The glass broke and spilled its contents.,A taça se quebrou e derramou seu conteúdo., the cup broke and spilled its content ,the glass broke and spilled its contents ,a taça se quebrou e derramou seu conteúdo 
 Gilvi watched until 1 and then gave up.,Ogilvy saw up to one and then gave up.,Ogilvy assistiu até um e depois desistiu., gilvi watched until 1 and then gave up ,ogilvy saw up to one and then gave up ,ogilvy assistiu até um e depois desistiu 
 And I found it great.,I think it’s great!,E eu acho ótimo!, and i found it great ,i think it s great ,e eu acho ótimo 
 All citizens and those who visit our city are studying or working there.,All citizens and those that visit our city are studying or working there.,Todos os cidadãos e aqueles que visitam nossa cidade estão estudando ou trabalhando lá., all citizens and those who visit our city are studying or working there ,all citizens and those that visit our city are studying or working there ,todos os cidadãos e aqueles que visitam nossa cidade estão estudando ou trabalhando lá 
" The ferry will arrive in 5 minutes, unless this time is wrong.","The cable car will arrive in five minutes, unless this timetable is wrong.","O bonde chegará em cinco minutos, a menos que este horário esteja errado.", the ferry will arrive in 5 minutes unless this time is wrong ,the cable car will arrive in five minutes unless this timetable is wrong ,o bonde chegará em cinco minutos a menos que este horário esteja errado 
" I fear that this event is only by invitation, sir.",I’m afraid that this event is by invitation only sir.,Temo que este evento seja apenas por convite? senhor., i fear that this event is only by invitation sir ,i m afraid that this event is by invitation only sir ,temo que este evento seja apenas por convite senhor 
" Rainy year, happy farmer.","Rainy year, happy farmer.","Ano chuvoso, agricultor feliz.", rainy year happy farmer ,rainy year happy farmer ,ano chuvoso agricultor feliz 
 These are passages related to the Eucharist.,These are the quotes related to the sacrament of the Eucharist.,Estas são passagens relacionadas ao sacramento da Eucaristia., these are passages related to the eucharist ,these are the quotes related to the sacrament of the eucharist ,estas são passagens relacionadas ao sacramento da eucaristia 
 Battery sounds echoed through the corridors of the dormitory.,Drum sounds echoed through the halls of the dorm.,Sons de bateria ecoaram pelos corredores do dormitório., battery sounds echoed through the corridors of the dormitory ,drum sounds echoed through the halls of the dorm ,sons de bateria ecoaram pelos corredores do dormitório 
 Some people walking in the distance of a small town,Some people walking in the distance in a small town.,Algumas pessoas andando na distância de uma pequena cidade., some people walking in the distance of a small town,some people walking in the distance in a small town ,algumas pessoas andando na distância de uma pequena cidade 
 Curious words abandon fire with wind,Angry words stir the fire like the wind.,Palavras furiosas abanam o fogo como o vento., curious words abandon fire with wind,angry words stir the fire like the wind ,palavras furiosas abanam o fogo como o vento 
" In the same way, a patent can prevent competitors from developing similar products.","In this way, a patent can prevent the competitors from developing similar products.","Da mesma forma, uma patente pode impedir que concorrentes desenvolvam produtos similares.", in the same way a patent can prevent competitors from developing similar products ,in this way a patent can prevent the competitors from developing similar products ,da mesma forma uma patente pode impedir que concorrentes desenvolvam produtos similares 
 A depressed man sitting on a subway train.,A depressed man sitting in a subway train.,Um homem deprimido sentado em um trem do metrô., a depressed man sitting on a subway train ,a depressed man sitting in a subway train ,um homem deprimido sentado em um trem do metrô 
 It looks like a farmer's market. Some tables with several items displayed.,It looks like a farmers market. Some tables with several items exhibited.,Parece um mercado de agricultores? algumas tabelas com vários itens exibidos., it looks like a farmer s market some tables with several items displayed ,it looks like a farmers market some tables with several items exhibited ,parece um mercado de agricultores algumas tabelas com vários itens exibidos 
" According to the recipe, we need light mustard.",According to the recipe we need light mustard.,"De acordo com a receita, precisamos de mostarda leve.", according to the recipe we need light mustard ,according to the recipe we need light mustard ,de acordo com a receita precisamos de mostarda leve 
" Finally, two things stand out.","Finally, two things stand out.","Finalmente, duas coisas se destacam.", finally two things stand out ,finally two things stand out ,finalmente duas coisas se destacam 
 A cowboy fights a bezerro in a circle.,A cowboy rides a calf at a rodeo.,Um cowboy disputa um bezerro em um rodeio., a cowboy fights a bezerro in a circle ,a cowboy rides a calf at a rodeo ,um cowboy disputa um bezerro em um rodeio 
 A blond boy wearing a green shirt is running after a flying toy.,A blond boy wearing a green shirt running after a flying toy.,Um menino loiro vestindo uma camisa verde está correndo atrás de um brinquedo voador., a blond boy wearing a green shirt is running after a flying toy ,a blond boy wearing a green shirt running after a flying toy ,um menino loiro vestindo uma camisa verde está correndo atrás de um brinquedo voador 
 There is a motorcyclist riding a bike at night on the streets.,There's a biker riding his bike at night through the streets.,Há um motociclista andando de bicicleta à noite pelas ruas., there is a motorcyclist riding a bike at night on the streets ,there s a biker riding his bike at night through the streets ,há um motociclista andando de bicicleta à noite pelas ruas 
 Two women work on their laptops.,Two women work on their laptops.,Duas mulheres trabalham em seus laptops., two women work on their laptops ,two women work on their laptops ,duas mulheres trabalham em seus laptops 
" The old fool doesn't stretch, but he understands.","The old donkey doesn't stretch, but understands.","O velho burro não se alonga, mas entende.", the old fool doesn t stretch but he understands ,the old donkey doesn t stretch but understands ,o velho burro não se alonga mas entende 
 How did this happen?,How did this happen?,Como isso aconteceu?, how did this happen ,how did this happen ,como isso aconteceu 
 Two paramedics are treating a patient in the open air.,Two rescuers treating a patient out in the open.,Dois socorristas estão tratando um paciente ao ar livre., two paramedics are treating a patient in the open air ,two rescuers treating a patient out in the open ,dois socorristas estão tratando um paciente ao ar livre 
 Men are working on bicycles in an office.,The men are working on bicycles in a shop.,Os homens estão trabalhando em bicicletas em uma oficina, men are working on bicycles in an office ,the men are working on bicycles in a shop ,os homens estão trabalhando em bicicletas em uma oficina
 People at shopping in a store,People shopping in a store.,Pessoas às compras em uma loja., people at shopping in a store,people shopping in a store ,pessoas às compras em uma loja 
 A woman helping another woman with a website on a computer.,A woman helping another woman with a website in a computer.,Uma mulher ajudando outra mulher com um site em um computador., a woman helping another woman with a website on a computer ,a woman helping another woman with a website in a computer ,uma mulher ajudando outra mulher com um site em um computador 
 Do you know where she lives?,Do you know where she lives?,Você sabe onde ela mora?, do you know where she lives ,do you know where she lives ,você sabe onde ela mora 
 His saxophone solo was amazing.,Your saxophone solo was amazing.,Seu solo de saxofone foi incrível., his saxophone solo was amazing ,your saxophone solo was amazing ,seu solo de saxofone foi incrível 
 I only know now,I only know now.,Eu só sei agora., i only know now,i only know now ,eu só sei agora 
 Victoria was born in the 19th year of the 70's.,Victoria was born on the 1970’s.,Victoria nasceu no décimo nono anos setenta., victoria was born in the 19th year of the 70 s ,victoria was born on the 1970 s ,victoria nasceu no décimo nono anos setenta 
" Disport, Associativism",Sport. Associativism.,Desporto. Associativismo., disport associativism,sport associativism ,desporto associativismo 
 What do you want?,What do you want?,O que você quer?, what do you want ,what do you want ,o que você quer 
" Tomorrow, participating in the press conference of the project.",Morning working at the project’s press conference.,Manhã participando da conferência de imprensa do projeto, tomorrow participating in the press conference of the project ,morning working at the project s press conference ,manhã participando da conferência de imprensa do projeto
 Obtain a valid work certificate,Obtain a valid work permit.,Obter um certificado de trabalho válido, obtain a valid work certificate,obtain a valid work permit ,obter um certificado de trabalho válido
 We clean the board.,We cleaned the board.,Nós limpamos o tabuleiro., we clean the board ,we cleaned the board ,nós limpamos o tabuleiro 
 Agriculture was a very important achievement in the history of humanity.,Agriculture was a very important achievement in the history of mankind.,A agricultura foi uma conquista muito importante na história da humanidade., agriculture was a very important achievement in the history of humanity ,agriculture was a very important achievement in the history of mankind ,a agricultura foi uma conquista muito importante na história da humanidade 
 The store is exactly the size I always wanted it to be.,The store is exactly the size that I always wanted it to be.,A loja é exatamente do tamanho que eu sempre quis que fosse., the store is exactly the size i always wanted it to be ,the store is exactly the size that i always wanted it to be ,a loja é exatamente do tamanho que eu sempre quis que fosse 
" He moved near... Invisible, but everyone could hear him.","He moved about? invisible, but everyone could hear him.","Ele moveu cerca de? invisível, mas todos puderam ouvi-lo.", he moved near invisible but everyone could hear him ,he moved about invisible but everyone could hear him ,ele moveu cerca de invisível mas todos puderam ouvi lo 
 Mozilla Firefox,Mozilla Firefox.,Mozilla Firefox., mozilla firefox,mozilla firefox ,mozilla firefox 
" This is what I thought too, but it may not be true.","That’s what I thought too, but that can’t be true.","Isso é o que eu pensei também?, mas pode não ser verdade.", this is what i thought too but it may not be true ,that s what i thought too but that can t be true ,isso é o que eu pensei também mas pode não ser verdade 
" Do not be afraid, said the alchemist in a strangely kind voice.","“Don’t give in to your fears”, said the alchemist, in a strangely kind voice.","""Não ceda aos seus medos?"" disse o alquimista? em uma voz estranhamente gentil.", do not be afraid said the alchemist in a strangely kind voice , don t give in to your fears said the alchemist in a strangely kind voice , não ceda aos seus medos disse o alquimista em uma voz estranhamente gentil 
 Three dogs are holding a red freezer on foot in the snow.,"Three dogs, one of them holding a red Frisbee, stand in the snow.",Três cães? um segurando um Frisbee vermelho? em pé na neve., three dogs are holding a red freezer on foot in the snow ,three dogs one of them holding a red frisbee stand in the snow ,três cães um segurando um frisbee vermelho em pé na neve 
" Where are you from, Roberto?",Where are you from Roberto?,De onde você é Roberto., where are you from roberto ,where are you from roberto ,de onde você é roberto 
 Why don't we look in your rooms?,Why don’t we look in their rooms?,Por que não procuramos em seus quartos?, why don t we look in your rooms ,why don t we look in their rooms ,por que não procuramos em seus quartos 
 Brown-haired man holding a toy laziness,Brown-haired man holding a toy sloth.,Homem de cabelos castanho segurando uma preguiça de brinquedo., brown haired man holding a toy laziness,brown haired man holding a toy sloth ,homem de cabelos castanho segurando uma preguiça de brinquedo 
 Is it common to find problems? Then read the instructions carefully.,"It’s common to come across issues, so read the instructions carefully.","É comum encontrar problemas?, então leia atentamente as instruções.", is it common to find problems then read the instructions carefully ,it s common to come across issues so read the instructions carefully ,é comum encontrar problemas então leia atentamente as instruções 
" This leaves us, therefore, with a well-defined field in relation to the rest of the passages.",This therefore leaves us a well-defined field regarding the rest of the tickets.,"Isso nos deixa, portanto, um campo bem definido em relação ao resto das passagens.", this leaves us therefore with a well defined field in relation to the rest of the passages ,this therefore leaves us a well defined field regarding the rest of the tickets ,isso nos deixa portanto um campo bem definido em relação ao resto das passagens 
 You said it live.,You skinned him alive.,Você esfolou ele vivo., you said it live ,you skinned him alive ,você esfolou ele vivo 
 Children play on the street under a water jet of a big machine.,Kids play on the street under a jet of water coming from a large machine.,As crianças brincam na rua sob um jato de água de uma máquina grande., children play on the street under a water jet of a big machine ,kids play on the street under a jet of water coming from a large machine ,as crianças brincam na rua sob um jato de água de uma máquina grande 
 Close the gate,Close gate.,Fechar portão., close the gate,close gate ,fechar portão 
 Search on Google for white cats,Do a Google search for white cats.,Faça uma busca no Google por gatos brancos., search on google for white cats,do a google search for white cats ,faça uma busca no google por gatos brancos 
 All the deposition of the country and the world is here.,All about sports in the country and the world is here.,Todo o desporto do país e do mundo está aqui., all the deposition of the country and the world is here ,all about sports in the country and the world is here ,todo o desporto do país e do mundo está aqui 
 A long time ago...,There’s still plenty of time.,Ainda há muito tempo., a long time ago ,there s still plenty of time ,ainda há muito tempo 
 A silhouette of a parachute figure in the sunset,A silhouette of a figure in a parachute at sunset.,Uma silhueta de uma figura de paraquedas ao pôr do sol., a silhouette of a parachute figure in the sunset,a silhouette of a figure in a parachute at sunset ,uma silhueta de uma figura de paraquedas ao pôr do sol 
 Crossing your own friends,Crossing their own friends.,Cruzando seus próprios amigos., crossing your own friends,crossing their own friends ,cruzando seus próprios amigos 
 Three best friends who appreciate the view of a lake,Three best friends appreciating a lake view.,Três melhores amigos que apreciam a vista de um lago., three best friends who appreciate the view of a lake,three best friends appreciating a lake view ,três melhores amigos que apreciam a vista de um lago 
 It's too late.,It’s too late already.,Já é tarde demais., it s too late ,it s too late already ,já é tarde demais 
 I want to pay the bill.,I want to pay the bill.,eu quero pagar a conta, i want to pay the bill ,i want to pay the bill ,eu quero pagar a conta
 How should I know?,How should I know?,Como devo saber?, how should i know ,how should i know ,como devo saber 
 They will never close us today.,They will never close us today!,Eles nunca vão nos fechar hoje!, they will never close us today ,they will never close us today ,eles nunca vão nos fechar hoje 
 It is the masterwork of alchemists.,It’s the master work of alchemists.,É o trabalho mestre dos alquimistas., it is the masterwork of alchemists ,it s the master work of alchemists ,é o trabalho mestre dos alquimistas 
 Learn to play today's cipher!,Learn to play the Today’s chords.,Aprenda a tocar a cifra de Hoje., learn to play today s cipher ,learn to play the today s chords ,aprenda a tocar a cifra de hoje 
 My girlfriend slept under a tree this morning.,My girlfriend slept under a tree this morning.,Minha namorada dormiu debaixo de uma árvore esta manhã., my girlfriend slept under a tree this morning ,my girlfriend slept under a tree this morning ,minha namorada dormiu debaixo de uma árvore esta manhã 
 He remembered the past,He remembered the past.,Ele lembrou do passado., he remembered the past,he remembered the past ,ele lembrou do passado 
 Designs of the most beautiful little houses you've ever seen.,Dozens of the most beautiful small houses that you’ve ever seen.,Dezenas das pequenas casas mais lindas que você já viu., designs of the most beautiful little houses you ve ever seen ,dozens of the most beautiful small houses that you ve ever seen ,dezenas das pequenas casas mais lindas que você já viu 
 Memory is the treasure of the mind.,Memory is the treasure of the mind.,A memória é o tesouro da mente., memory is the treasure of the mind ,memory is the treasure of the mind ,a memória é o tesouro da mente 
 Accumulate business and technology connections,Build business and technology contacts.,Acumular conexões empresariais e tecnologia, accumulate business and technology connections,build business and technology contacts ,acumular conexões empresariais e tecnologia
 The boy started digging in the dune.,The boy started to dig in the dune.,O menino começou a cavar na duna., the boy started digging in the dune ,the boy started to dig in the dune ,o menino começou a cavar na duna 
 What is the benefit of the method in terms of precision and identification?,What is the benefit of the method in terms of identification precision?,Qual é o benefício do método em termos de precisão de identificação?, what is the benefit of the method in terms of precision and identification ,what is the benefit of the method in terms of identification precision ,qual é o benefício do método em termos de precisão de identificação 
 Church and State are separated for a reason,Church and State are separated for a reason.,Igreja e Estado são separados por um motivo., church and state are separated for a reason,church and state are separated for a reason ,igreja e estado são separados por um motivo 
 Where am I now?,Where I’m I now?,Onde eu estou agora?, where am i now ,where i m i now ,onde eu estou agora 
 Two boys pulling a cart,Two boys pulling a cart.,Dois meninos puxando uma carroça., two boys pulling a cart,two boys pulling a cart ,dois meninos puxando uma carroça 
 The other doesn't bleed.,Gold doesn’t bleed.,O ouro não sangra., the other doesn t bleed ,gold doesn t bleed ,o ouro não sangra 
" And to do that, you need money.","And to do that, you need money.",E para fazer isso? você precisa de dinheiro., and to do that you need money ,and to do that you need money ,e para fazer isso você precisa de dinheiro 
 So came a war.,"Then, a war came.",Então veio uma guerra., so came a war ,then a war came ,então veio uma guerra 
 Would you like a stamp?,Would you like a seal?,Você gostaria de um selo?, would you like a stamp ,would you like a seal ,você gostaria de um selo 
 What about the food problem?,And about the food problem?,E quanto ao problema alimentar?, what about the food problem ,and about the food problem ,e quanto ao problema alimentar 
 You've probably seen the same thing.,Most likely you’ve already seen the same thing.,Muito provavelmente você já viu a mesma coisa., you ve probably seen the same thing ,most likely you ve already seen the same thing ,muito provavelmente você já viu a mesma coisa 
 5 women involved in a soccer game,Five women engaged in a soccer game.,Cinco mulheres envolvidas em um jogo de futebol., 5 women involved in a soccer game,five women engaged in a soccer game ,cinco mulheres envolvidas em um jogo de futebol 
 Two young men sitting on a table and smiling.,Two young men sitting in a table and laughing.,Dois jovens sentados em uma mesa e sorrindo., two young men sitting on a table and smiling ,two young men sitting in a table and laughing ,dois jovens sentados em uma mesa e sorrindo 
 A man and a woman sitting on a table.,A man and a woman sitting in a table.,Um homem e uma mulher sentada em uma mesa., a man and a woman sitting on a table ,a man and a woman sitting in a table ,um homem e uma mulher sentada em uma mesa 
 A child wears a red jumper while holding three Pixar toys.,A child using a red jumper while holding three Pixar toys.,Uma criança usa um jumper vermelho enquanto segura três brinquedos da Pixar., a child wears a red jumper while holding three pixar toys ,a child using a red jumper while holding three pixar toys ,uma criança usa um jumper vermelho enquanto segura três brinquedos da pixar 
" Girls in bath suits, hands held and jumping in the water.",Girls in swimsuits holding hands and jumping in the water.,Garotas em trajes de banho? de mãos dadas e pulando na água., girls in bath suits hands held and jumping in the water ,girls in swimsuits holding hands and jumping in the water ,garotas em trajes de banho de mãos dadas e pulando na água 
 A woman is being chased by a child on the beach while a man looks.,"A woman is being chased by a kid on the beach, while a man looks.","Uma mulher está sendo perseguida por uma criança na praia, enquanto um homem olha.", a woman is being chased by a child on the beach while a man looks ,a woman is being chased by a kid on the beach while a man looks ,uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha 
" A woman hitting something with a rock, with a guinea pig in the background.","A woman hitting something with a rock, with a guinea pig in the background.",Uma mulher batendo algo com uma rocha? com uma cobaia no fundo., a woman hitting something with a rock with a guinea pig in the background ,a woman hitting something with a rock with a guinea pig in the background ,uma mulher batendo algo com uma rocha com uma cobaia no fundo 
" Is there an identifiable group of specialists who represent, believe and transmit?","Is there an identifiable group of experts that represent you, trust you and transmit you?","Existe um grupo identificável de especialistas que a representam, que acreditam e transmitem?", is there an identifiable group of specialists who represent believe and transmit ,is there an identifiable group of experts that represent you trust you and transmit you ,existe um grupo identificável de especialistas que a representam que acreditam e transmitem 
 A man riding a horse in a circle,A man riding a house in a rodeo.,Um homem montando um cavalo em um rodeio., a man riding a horse in a circle,a man riding a house in a rodeo ,um homem montando um cavalo em um rodeio 
" Suffering damage makes you know, but rarely rich.","The damage you suffer can make you wiser, but rarely richer.","Dano sofrido faz você saber, mas raramente rico.", suffering damage makes you know but rarely rich ,the damage you suffer can make you wiser but rarely richer ,dano sofrido faz você saber mas raramente rico 
 No doubt about the way the wind blows.,No doubts about how the wind blows;,Nenhuma dúvida sobre o modo como o vento sopra., no doubt about the way the wind blows ,no doubts about how the wind blows ,nenhuma dúvida sobre o modo como o vento sopra 
 The fall equinox fell directly on its anniversary.,The autumn equinox fell right on his birthday.,O equinócio de outono caiu diretamente em seu aniversário., the fall equinox fell directly on its anniversary ,the autumn equinox fell right on his birthday ,o equinócio de outono caiu diretamente em seu aniversário 
 A young boy falling in the snow with another boy in the background.,A young boy falling in the snow with another boy in the background.,um jovem rapaz caindo na neve com outro menino no fundo, a young boy falling in the snow with another boy in the background ,a young boy falling in the snow with another boy in the background ,um jovem rapaz caindo na neve com outro menino no fundo
 because this researcher cannot check his facts.,Why can’t that researcher check his facts?,Por que esse pesquisador não pode checar seus fatos?, because this researcher cannot check his facts ,why can t that researcher check his facts ,por que esse pesquisador não pode checar seus fatos 
 We all hope that I am right.,We all hope that I’m right.,Todos nós esperamos que eu esteja certo., we all hope that i am right ,we all hope that i m right ,todos nós esperamos que eu esteja certo 
 A girl with a purple shirt wet the grass.,A girl with a purple shirt waters the lawn.,Uma rapariga com uma camisa roxa? molha a grama., a girl with a purple shirt wet the grass ,a girl with a purple shirt waters the lawn ,uma rapariga com uma camisa roxa molha a grama 
 A girl dressed in traditional Asian clothes who eats a meal.,A girl wearing traditional Asian clothing eats a meal.,Uma rapariga vestiu-se na roupa asiática tradicional que come uma refeição., a girl dressed in traditional asian clothes who eats a meal ,a girl wearing traditional asian clothing eats a meal ,uma rapariga vestiu se na roupa asiática tradicional que come uma refeição 
 A dog jumps over a wire fence in a dry pasture.,A dog jumps over a wire fence in a dry pasture.,Um cão salta sobre uma cerca de arame em uma pastagem seca., a dog jumps over a wire fence in a dry pasture ,a dog jumps over a wire fence in a dry pasture ,um cão salta sobre uma cerca de arame em uma pastagem seca 
 The primary coil has 50 turns.,The primary coil has fifty laps.,A bobina primária tem cinquenta voltas., the primary coil has 50 turns ,the primary coil has fifty laps ,a bobina primária tem cinquenta voltas 
 But I had to do this.,But I had to do it.,Mas eu tive que fazer isso., but i had to do this ,but i had to do it ,mas eu tive que fazer isso 
 This family is having dinner.,That family is having dinner.,Esta família está jantando., this family is having dinner ,that family is having dinner ,esta família está jantando 
 This blurry tomography doesn't help me with the diagnosis.,This blurry CAT scan doesn’t help me a lot with the diagnostic.,Essa tomografia embaçada não me ajuda muito com o diagnóstico., this blurry tomography doesn t help me with the diagnosis ,this blurry cat scan doesn t help me a lot with the diagnostic ,essa tomografia embaçada não me ajuda muito com o diagnóstico 
 Two kids are seeing a giant ball floating in the air.,Two kids are looking at a giant bubble floating through the air.,Duas crianças estão vendo uma bolha gigante flutuar pelo ar., two kids are seeing a giant ball floating in the air ,two kids are looking at a giant bubble floating through the air ,duas crianças estão vendo uma bolha gigante flutuar pelo ar 
 He praises the sea and runs away from it.,He compliments the sea and runs away from it.,Ele elogia o mar e foge dele., he praises the sea and runs away from it ,he compliments the sea and runs away from it ,ele elogia o mar e foge dele 
" In what was not agreed in this agreement, the new rules are applicable.","Regarding what was not agreed in this agreement, the general rules apply.","No que não foi acordado neste acordo, as normas gerais são aplicáveis.", in what was not agreed in this agreement the new rules are applicable ,regarding what was not agreed in this agreement the general rules apply ,no que não foi acordado neste acordo as normas gerais são aplicáveis 
" The activities will be held throughout Catalonia, both personally and in hyperspace.","The activities will be carried out throughout Catalonia, both personally and in hyperspace.","As atividades serão realizadas em toda a Catalunha, tanto pessoalmente como no hiperespaço.", the activities will be held throughout catalonia both personally and in hyperspace ,the activities will be carried out throughout catalonia both personally and in hyperspace ,as atividades serão realizadas em toda a catalunha tanto pessoalmente como no hiperespaço 
 Two women wearing short skirts and high heels talking to a man,Two women wearing mini skirts and high heels talking with a man.,Duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem., two women wearing short skirts and high heels talking to a man,two women wearing mini skirts and high heels talking with a man ,duas mulheres vestindo saias curtas e sapatos de salto alto falando com um homem 
 What do you want me to say?,What do you want me to say?,O que você quer que eu diga?, what do you want me to say ,what do you want me to say ,o que você quer que eu diga 
 A woman is selecting fresh foods from the market outdoors.,A woman is picking fresh groceries from an outdoor market.,Uma mulher está selecionando alimentos frescos de um mercado ao ar livre., a woman is selecting fresh foods from the market outdoors ,a woman is picking fresh groceries from an outdoor market ,uma mulher está selecionando alimentos frescos de um mercado ao ar livre 
" On our way to San Francisco, we were listening to reggae music and smoking marijuana.","On our way to San Francisco, we were listening to reggae music and smoking pot.","Em nosso caminho para São Francisco, estávamos ouvindo música reggae e fumando maconha.", on our way to san francisco we were listening to reggae music and smoking marijuana ,on our way to san francisco we were listening to reggae music and smoking pot ,em nosso caminho para são francisco estávamos ouvindo música reggae e fumando maconha 
 A man in a black shirt is singing on a microphone.,A man in a black shirt is singing into a microphone.,um homem de camisa preta está cantando em um microfone., a man in a black shirt is singing on a microphone ,a man in a black shirt is singing into a microphone ,um homem de camisa preta está cantando em um microfone 
 An older Asian person mixes vegetables in a large cube.,An older Asian lady is mixing vegetables in a large vat.,Uma pessoa asiática mais velha mistura vegetais em uma grande cuba, an older asian person mixes vegetables in a large cube ,an older asian lady is mixing vegetables in a large vat ,uma pessoa asiática mais velha mistura vegetais em uma grande cuba
 Two women walking in an area of ​​indigence,Two women walking in a poor neighborhood.,duas mulheres caminhando em uma área de indigência., two women walking in an area of ​​indigence,two women walking in a poor neighborhood ,duas mulheres caminhando em uma área de indigência 
 A girl dances in the sidewalk.,A girl dances on the sidewalk.,Uma menina dança na calçada., a girl dances in the sidewalk ,a girl dances on the sidewalk ,uma menina dança na calçada 
" The boy jumped too, but away from the alchemist.","The boy jumped too, but farther away from the alchemist.","O menino pulou também?, mas longe do alquimista.", the boy jumped too but away from the alchemist ,the boy jumped too but farther away from the alchemist ,o menino pulou também mas longe do alquimista 
 A family walking down the street,A family walking down the street.,Uma família andando pela rua., a family walking down the street,a family walking down the street ,uma família andando pela rua 
 She sang while she spilled lemonade all over the bench.,He sang while he spilled lemonade all across the bench.,Ela cantou enquanto derramava limonada por toda a bancada., she sang while she spilled lemonade all over the bench ,he sang while he spilled lemonade all across the bench ,ela cantou enquanto derramava limonada por toda a bancada 
 Particularly my cut couscous I like to eat well instead of,"I actually prefer to eat my sliced couscous as it is, instead of grilled.","Particularmente, meu cuscuz cortado eu gosto de comer bem, em vez de grelhado.", particularly my cut couscous i like to eat well instead of,i actually prefer to eat my sliced couscous as it is instead of grilled ,particularmente meu cuscuz cortado eu gosto de comer bem em vez de grelhado 
" According to the recipe, we need light mustard.","According to the recipe, we need light mustard.","De acordo com a receita?, precisamos de mostarda leve.", according to the recipe we need light mustard ,according to the recipe we need light mustard ,de acordo com a receita precisamos de mostarda leve 
 Don't be silly.,Don’t be silly.,Não seja bobo., don t be silly ,don t be silly ,não seja bobo 
 He says he couldn't have dealt better with it.,He said that he couldn’t have handled it better.,Ele disse que não poderia ter lidado melhor com isso., he says he couldn t have dealt better with it ,he said that he couldn t have handled it better ,ele disse que não poderia ter lidado melhor com isso 
 Something older than humanity is older than the desert.,Something older that mankind is older than the desert.,Algo mais velho que a humanidade é mais antigo que o deserto., something older than humanity is older than the desert ,something older that mankind is older than the desert ,algo mais velho que a humanidade é mais antigo que o deserto 
 This sentence is in my ear.,This phrase is in my ear,Esta frase está no meu ouvido, this sentence is in my ear ,this phrase is in my ear,esta frase está no meu ouvido
 Fire trucks and televisions are not as uncommon as you might think.,Burning stoves and television sets are not as uncommon are one might think.,Fogões em chamas e televisores não são tão incomuns quanto se poderia pensar., fire trucks and televisions are not as uncommon as you might think ,burning stoves and television sets are not as uncommon are one might think ,fogões em chamas e televisores não são tão incomuns quanto se poderia pensar 
 I know how to learn.,I know how to learn.,Eu sei aprender, i know how to learn ,i know how to learn ,eu sei aprender
" Roger, the backup team is on their way.","Roger, the backup crew is on their way.","Roger?, a equipe de backup está a caminho.", roger the backup team is on their way ,roger the backup crew is on their way ,roger a equipe de backup está a caminho 
 Debian is a personal system that is free as in freedom.,"Debian is an operating system that is free, as in freedom.",O Debian é um sistema operacional que é livre como em liberdade., debian is a personal system that is free as in freedom ,debian is an operating system that is free as in freedom ,o debian é um sistema operacional que é livre como em liberdade 
 The Cobalt Mine was abandoned decades ago.,The cobalt mine was abandoned decades ago.,A mina de cobalto foi abandonada há décadas., the cobalt mine was abandoned decades ago ,the cobalt mine was abandoned decades ago ,a mina de cobalto foi abandonada há décadas 
 She is from Belo Horizonte.,She’s from Belo Horizonte.,Ela é de Belo Horizonte., she is from belo horizonte ,she s from belo horizonte ,ela é de belo horizonte 
 Bolveiro and Police,Fireman and Policeman,Bombeiro e Polícia, bolveiro and police,fireman and policeman,bombeiro e polícia
 Let me get out of here.,Let me out of here!,Deixa-me sair daqui!, let me get out of here ,let me out of here ,deixa me sair daqui 
 Once and for all.,Once and for all,Uma vez por todas, once and for all ,once and for all,uma vez por todas
" Please, search for the painting of the world of music.","Please, look for the painting of the World of Music.","Por favor, procure a pintura do Mundo da Música.", please search for the painting of the world of music ,please look for the painting of the world of music ,por favor procure a pintura do mundo da música 
 Shout out to everyone!,The scream woke up everybody.,O grito acordou todo mundo., shout out to everyone ,the scream woke up everybody ,o grito acordou todo mundo 
 I really don't like investment codes.,I really don’t like dress codes.,Eu realmente não gosto de códigos de vestimenta., i really don t like investment codes ,i really don t like dress codes ,eu realmente não gosto de códigos de vestimenta 
 He said something about Xuxa.,He pinched his cheek.,Ele beliscou sua bochecha., he said something about xuxa ,he pinched his cheek ,ele beliscou sua bochecha 
 The construction of your apartment is not ideal.,The apartment’s arrangement was not ideal.,A constituição de seu apartamento não era ideal., the construction of your apartment is not ideal ,the apartment s arrangement was not ideal ,a constituição de seu apartamento não era ideal 
 Even when all you want to do is travel?,Even when all you want to do is to travel?,Mesmo quando tudo que você quer fazer é viajar?, even when all you want to do is travel ,even when all you want to do is to travel ,mesmo quando tudo que você quer fazer é viajar 
 How does the attitude of parents affect the identity of their children?,How does the parents attitude affects the identity of their children?,Como a atitude dos pais afeta a identidade de seus filhos?, how does the attitude of parents affect the identity of their children ,how does the parents attitude affects the identity of their children ,como a atitude dos pais afeta a identidade de seus filhos 
 Come and join our party!,Come and join our party.,Venha e junte-se a nossa festa., come and join our party ,come and join our party ,venha e junte se a nossa festa 
