translation,reference,source,translation_clean,reference_clean,source_clean
 Um homem vestido de preto sintoniza uma guitarra elétrica preta.,A man dress in black tunes a black electric guitar.,Um homem vestido de preto sintoniza uma guitarra elétrica preta., um homem vestido de preto sintoniza uma guitarra elétrica preta ,a man dress in black tunes a black electric guitar ,um homem vestido de preto sintoniza uma guitarra elétrica preta 
 O caso era intrigante para os velhos e sábios.,The case was intriguing to the elderly and wise.,O caso era intrigante para os velhos e sábios., o caso era intrigante para os velhos e sábios ,the case was intriguing to the elderly and wise ,o caso era intrigante para os velhos e sábios 
 A grande dançarina está jogando o cabelo ao redor.,The great dancer is throwing her hair around.,A grande dançarina está jogando o cabelo ao redor, a grande dançarina está jogando o cabelo ao redor ,the great dancer is throwing her hair around ,a grande dançarina está jogando o cabelo ao redor
 Duas pessoas conversando em uma doca,Two persons talking in a dock.,Duas pessoas conversando em uma doca., duas pessoas conversando em uma doca,two persons talking in a dock ,duas pessoas conversando em uma doca 
,About what?,Sobre o que?,,about what ,sobre o que 
 ADICIONE O ARTISTA OS MEUS DUETOS,Add an artist to my Duets.,Adicione o artista aos meus Duetos., adicione o artista os meus duetos,add an artist to my duets ,adicione o artista aos meus duetos 
 Uma scooter elétrica fica do lado de fora de uma placa de propaganda iluminada.,An electric scooter stands outside an electric advertising sign.,Uma scooter elétrica fica do lado de fora de uma placa de propaganda iluminada., uma scooter elétrica fica do lado de fora de uma placa de propaganda iluminada ,an electric scooter stands outside an electric advertising sign ,uma scooter elétrica fica do lado de fora de uma placa de propaganda iluminada 
 Eu sempre disse isso.,I always said that.,Eu sempre disse isso., eu sempre disse isso ,i always said that ,eu sempre disse isso 
 Nós precisamos conversar.,We need to talk.,Nós precisamos conversar., nós precisamos conversar ,we need to talk ,nós precisamos conversar 
 Tudo que eu digo é cuspilos.,All I say is spit it all out!,Tudo que eu digo é cuspi-los!, tudo que eu digo é cuspilos ,all i say is spit it all out ,tudo que eu digo é cuspi los 
 Quatro jovens adultos se reuniram ao ar livre.,Four young adults gathered outside.,Quatro jovens adultos se reuniram ao ar livre, quatro jovens adultos se reuniram ao ar livre ,four young adults gathered outside ,quatro jovens adultos se reuniram ao ar livre
 Uma senhora de branco senta-se num tapete com uma bola na mão.,A lady in white sits on a rug with a ball in her hand.,Uma senhora de branco senta-se num tapete com uma bola na mão., uma senhora de branco senta se num tapete com uma bola na mão ,a lady in white sits on a rug with a ball in her hand ,uma senhora de branco senta se num tapete com uma bola na mão 
" Bem, o que é isso?","Well, what is that?","Bem, o que é isso?", bem o que é isso ,well what is that ,bem o que é isso 
" Para fazer isso, não é necessário ser admirado. Apenas aproveite.","To do that, it’s not necessary to be admired, just enjoy it.","Para fazer isso, não é necessário ser admirado, apenas aproveite.", para fazer isso não é necessário ser admirado apenas aproveite ,to do that it s not necessary to be admired just enjoy it ,para fazer isso não é necessário ser admirado apenas aproveite 
 O estranho pareceu satisfeito com a resposta.,The stranger seemed happy with the answer.,O estranho pareceu satisfeito com a resposta., o estranho pareceu satisfeito com a resposta ,the stranger seemed happy with the answer ,o estranho pareceu satisfeito com a resposta 
 CONTROLAR UM PROCESSO MESTRE DE MULTIPLEXAÇÃO DE CONEXÃO ATIVA,Controlling a master process of active connection multiplexing.,Controlar um processo mestre de multiplexação de conexão ativa., controlar um processo mestre de multiplexação de conexão ativa,controlling a master process of active connection multiplexing ,controlar um processo mestre de multiplexação de conexão ativa 
 Cão Branco Brincando na Neve,White god playing in the snow.,Cão branco brincando na neve., cão branco brincando na neve,white god playing in the snow ,cão branco brincando na neve 
" No osso, a carne é suficiente.","On the bone, flesh is enough.","No osso, a carne é suficiente.", no osso a carne é suficiente ,on the bone flesh is enough ,no osso a carne é suficiente 
 Saltos rápidos raramente são atingidos.,Quick jumps are rarely accomplished.,Saltos rápidos raramente são atingidos., saltos rápidos raramente são atingidos ,quick jumps are rarely accomplished ,saltos rápidos raramente são atingidos 
 Quantos anos tem Ellie Goulding?,How old is Ellie Goulding?,Quantos anos tem Ellie Goulding?, quantos anos tem ellie goulding ,how old is ellie goulding ,quantos anos tem ellie goulding 
 APENAS EM PÉ EM SILÊNCIO,Just standing in silence.,Apenas em pé em silêncio, apenas em pé em silêncio,just standing in silence ,apenas em pé em silêncio
 A enfermeira andou pela enfermaria.,The nurse walked through the infirmary.,A enfermeira andou pela enfermaria., a enfermeira andou pela enfermaria ,the nurse walked through the infirmary ,a enfermeira andou pela enfermaria 
 PODE SOLICITAR PARTICIPAÇÃO,Can request participation.,Pode solicitar participação, pode solicitar participação,can request participation ,pode solicitar participação
 NÃO SEJA PADEIRO SE SUA CABEÇA FOR DE MANTEIGA,Don't be a baker if your head is made of butter.,Não seja padeiro se a sua cabeça for de manteiga., não seja padeiro se sua cabeça for de manteiga,don t be a baker if your head is made of butter ,não seja padeiro se a sua cabeça for de manteiga 
 A universidade não aceita alunos com notas baixas.,The university doesn’t accept students with low grades.,A universidade não aceita alunos com notas baixa., a universidade não aceita alunos com notas baixas ,the university doesn t accept students with low grades ,a universidade não aceita alunos com notas baixa 
 Agora você vai se aposentar para chegar a um veredito.,Now you will retire to reach a verdict.,Agora você vai se aposentar para chegar a um veredicto., agora você vai se aposentar para chegar a um veredito ,now you will retire to reach a verdict ,agora você vai se aposentar para chegar a um veredicto 
 Pensou na filha do mercador e tinha certeza de que ela provavelmente se casara.,"He though about the merchant’s daughter, and he was certain that she probably got married.",Pensou na filha do mercador? e tinha certeza de que ela provavelmente se casara., pensou na filha do mercador e tinha certeza de que ela provavelmente se casara ,he though about the merchant s daughter and he was certain that she probably got married ,pensou na filha do mercador e tinha certeza de que ela provavelmente se casara 
 Mas o menino estava certo de que ele estava olhando para eles.,But the boy was sure that he was looking at them.,Mas o menino estava certo de que ele estava olhando para eles., mas o menino estava certo de que ele estava olhando para eles ,but the boy was sure that he was looking at them ,mas o menino estava certo de que ele estava olhando para eles 
 Ela não conseguia encontrar energia para comentar sobre tudo.,She didn’t find the energy to talk about everything.,Ela não conseguia encontrar energia para comentar sobre tudo., ela não conseguia encontrar energia para comentar sobre tudo ,she didn t find the energy to talk about everything ,ela não conseguia encontrar energia para comentar sobre tudo 
 O envio em grandes quantidades é muito popular.,Bulk shipping is very popular.,O envio em grandes quantidades é muito popular., o envio em grandes quantidades é muito popular ,bulk shipping is very popular ,o envio em grandes quantidades é muito popular 
 Que tipo de aparição é essa?,What kind of apparition is that?,Que tipo de aparição é essa?, que tipo de aparição é essa ,what kind of apparition is that ,que tipo de aparição é essa 
 Uma mulher em um vestido elegante está posando na frente de uma árvore tropical.,A woman in a fancy dress is posing in front of a tropical tree.,Uma mulher em um vestido elegante está posando na frente de uma árvore tropical., uma mulher em um vestido elegante está posando na frente de uma árvore tropical ,a woman in a fancy dress is posing in front of a tropical tree ,uma mulher em um vestido elegante está posando na frente de uma árvore tropical 
 Muito bem. Ele respondeu.,"“Very well”, he replied.",Muito bem? ”ele respondeu., muito bem ele respondeu , very well he replied ,muito bem ele respondeu 
" Uma mulher mais velha, soprando as velas em um bolo.",An older woman blowing candles in a cake.,Uma mulher mais velha? soprando as velas em um bolo., uma mulher mais velha soprando as velas em um bolo ,an older woman blowing candles in a cake ,uma mulher mais velha soprando as velas em um bolo 
 Os diabéticos devem sempre manter uma seringa de insulina à mão.,People diagnosed with diabetes should always keep a syringe with insulin at hand.,Os diabéticos devem sempre manter uma seringa de insulina à mão., os diabéticos devem sempre manter uma seringa de insulina à mão ,people diagnosed with diabetes should always keep a syringe with insulin at hand ,os diabéticos devem sempre manter uma seringa de insulina à mão 
" Em uma cidade asiática movimentada, duas mulheres andam e conversam juntas.","In a busy Asian city, two women walk and talk together.","Em uma cidade asiática movimentada, duas mulheres andam e conversam juntas.", em uma cidade asiática movimentada duas mulheres andam e conversam juntas ,in a busy asian city two women walk and talk together ,em uma cidade asiática movimentada duas mulheres andam e conversam juntas 
 O número total no Congresso será de pelo menos 390.,The total number at the congress will be at least three hundred and ninety.,O número total no congresso será de pelo menos trezentos e noventa., o número total no congresso será de pelo menos 390 ,the total number at the congress will be at least three hundred and ninety ,o número total no congresso será de pelo menos trezentos e noventa 
 Veja a Manuel atravessando a rua,See Manuel crossing the street.,Veja! Há Manuel atravessando a rua., veja a manuel atravessando a rua,see manuel crossing the street ,veja há manuel atravessando a rua 
 Interpretar instruções extensas e complexas relacionadas ao campo profissional.,"Interpreting long and complex instructions, related to the professional field.","Interpretar instruções extensas e complexas, relacionadas ao campo profissional.", interpretar instruções extensas e complexas relacionadas ao campo profissional ,interpreting long and complex instructions related to the professional field ,interpretar instruções extensas e complexas relacionadas ao campo profissional 
 Você já esteve em Singapura?,Have you been to Singapore?,Você já esteve em Singapura?, você já esteve em singapura ,have you been to singapore ,você já esteve em singapura 
 Você deveria ter aprendido que miniaturas com mulheres usando decote são apenas iscas.,You should have learned that miniatures of women using cleavage are simply baits.,Você deveria ter aprendido que miniaturas com mulheres usando decotes são apenas iscas., você deveria ter aprendido que miniaturas com mulheres usando decote são apenas iscas ,you should have learned that miniatures of women using cleavage are simply baits ,você deveria ter aprendido que miniaturas com mulheres usando decotes são apenas iscas 
 Eu não estou com pressa.,I’m not in a hurry.,Eu não estou com pressa., eu não estou com pressa ,i m not in a hurry ,eu não estou com pressa 
 A taça se quebrou e derramou seu conteúdo.,The glass broke and spilled its contents.,A taça se quebrou e derramou seu conteúdo., a taça se quebrou e derramou seu conteúdo ,the glass broke and spilled its contents ,a taça se quebrou e derramou seu conteúdo 
 O Gilvi assistiu até um e depois desistiu.,Ogilvy saw up to one and then gave up.,Ogilvy assistiu até um e depois desistiu., o gilvi assistiu até um e depois desistiu ,ogilvy saw up to one and then gave up ,ogilvy assistiu até um e depois desistiu 
,I think it’s great!,E eu acho ótimo!,,i think it s great ,e eu acho ótimo 
 Todos os cidadãos e aqueles que visitam a nossa cidade estão estudando ou trabalhando lá.,All citizens and those that visit our city are studying or working there.,Todos os cidadãos e aqueles que visitam nossa cidade estão estudando ou trabalhando lá., todos os cidadãos e aqueles que visitam a nossa cidade estão estudando ou trabalhando lá ,all citizens and those that visit our city are studying or working there ,todos os cidadãos e aqueles que visitam nossa cidade estão estudando ou trabalhando lá 
" O bond chegará em 5 minutos, a menos que este horário esteja errado.","The cable car will arrive in five minutes, unless this timetable is wrong.","O bonde chegará em cinco minutos, a menos que este horário esteja errado.", o bond chegará em 5 minutos a menos que este horário esteja errado ,the cable car will arrive in five minutes unless this timetable is wrong ,o bonde chegará em cinco minutos a menos que este horário esteja errado 
" Temo que este evento seja apenas por convite, Senhor.",I’m afraid that this event is by invitation only sir.,Temo que este evento seja apenas por convite? senhor., temo que este evento seja apenas por convite senhor ,i m afraid that this event is by invitation only sir ,temo que este evento seja apenas por convite senhor 
" Ano chuvoso, agricultor feliz.","Rainy year, happy farmer.","Ano chuvoso, agricultor feliz.", ano chuvoso agricultor feliz ,rainy year happy farmer ,ano chuvoso agricultor feliz 
 Estas são passagens relacionadas ao sacramento da Eucaristia.,These are the quotes related to the sacrament of the Eucharist.,Estas são passagens relacionadas ao sacramento da Eucaristia., estas são passagens relacionadas ao sacramento da eucaristia ,these are the quotes related to the sacrament of the eucharist ,estas são passagens relacionadas ao sacramento da eucaristia 
 Sons de bateria ecoaram pelos corredores do dormitório.,Drum sounds echoed through the halls of the dorm.,Sons de bateria ecoaram pelos corredores do dormitório., sons de bateria ecoaram pelos corredores do dormitório ,drum sounds echoed through the halls of the dorm ,sons de bateria ecoaram pelos corredores do dormitório 
 Algumas pessoas andando na distância de uma pequena cidade.,Some people walking in the distance in a small town.,Algumas pessoas andando na distância de uma pequena cidade., algumas pessoas andando na distância de uma pequena cidade ,some people walking in the distance in a small town ,algumas pessoas andando na distância de uma pequena cidade 
 PALAWRAS FURIOUSAS ABANDONAM O FOGO COMO O VENTRO,Angry words stir the fire like the wind.,Palavras furiosas abanam o fogo como o vento., palawras furiousas abandonam o fogo como o ventro,angry words stir the fire like the wind ,palavras furiosas abanam o fogo como o vento 
" Da mesma forma, uma patente pode impedir que concorrentes desenvolva produtos similares.","In this way, a patent can prevent the competitors from developing similar products.","Da mesma forma, uma patente pode impedir que concorrentes desenvolvam produtos similares.", da mesma forma uma patente pode impedir que concorrentes desenvolva produtos similares ,in this way a patent can prevent the competitors from developing similar products ,da mesma forma uma patente pode impedir que concorrentes desenvolvam produtos similares 
 Um homem deprimido sentado em um trem do metrô.,A depressed man sitting in a subway train.,Um homem deprimido sentado em um trem do metrô., um homem deprimido sentado em um trem do metrô ,a depressed man sitting in a subway train ,um homem deprimido sentado em um trem do metrô 
 Parece um mercado de agricultores? Algumas tabelas com vários itens exibidos.,It looks like a farmers market. Some tables with several items exhibited.,Parece um mercado de agricultores? algumas tabelas com vários itens exibidos., parece um mercado de agricultores algumas tabelas com vários itens exibidos ,it looks like a farmers market some tables with several items exhibited ,parece um mercado de agricultores algumas tabelas com vários itens exibidos 
 De acordo com a receita precisamos de mostarda leve.,According to the recipe we need light mustard.,"De acordo com a receita, precisamos de mostarda leve.", de acordo com a receita precisamos de mostarda leve ,according to the recipe we need light mustard ,de acordo com a receita precisamos de mostarda leve 
" Finalmente, duas coisas se destacam.","Finally, two things stand out.","Finalmente, duas coisas se destacam.", finalmente duas coisas se destacam ,finally two things stand out ,finalmente duas coisas se destacam 
 Um cowboy disputa um bezerro em um rodeio.,A cowboy rides a calf at a rodeo.,Um cowboy disputa um bezerro em um rodeio., um cowboy disputa um bezerro em um rodeio ,a cowboy rides a calf at a rodeo ,um cowboy disputa um bezerro em um rodeio 
 Um menino loiro vestindo uma camisa verde está correndo atrás de um brinquedo voador.,A blond boy wearing a green shirt running after a flying toy.,Um menino loiro vestindo uma camisa verde está correndo atrás de um brinquedo voador., um menino loiro vestindo uma camisa verde está correndo atrás de um brinquedo voador ,a blond boy wearing a green shirt running after a flying toy ,um menino loiro vestindo uma camisa verde está correndo atrás de um brinquedo voador 
 Há um motociclista andando de bicicleta à noite pelas ruas.,There's a biker riding his bike at night through the streets.,Há um motociclista andando de bicicleta à noite pelas ruas., há um motociclista andando de bicicleta à noite pelas ruas ,there s a biker riding his bike at night through the streets ,há um motociclista andando de bicicleta à noite pelas ruas 
 Duas mulheres trabalham em seus laptops.,Two women work on their laptops.,Duas mulheres trabalham em seus laptops., duas mulheres trabalham em seus laptops ,two women work on their laptops ,duas mulheres trabalham em seus laptops 
" O velho burro não se alonga, mas entende.","The old donkey doesn't stretch, but understands.","O velho burro não se alonga, mas entende.", o velho burro não se alonga mas entende ,the old donkey doesn t stretch but understands ,o velho burro não se alonga mas entende 
 Como isso aconteceu?,How did this happen?,Como isso aconteceu?, como isso aconteceu ,how did this happen ,como isso aconteceu 
 Dois socorristas estão tratando um paciente ao ar livre.,Two rescuers treating a patient out in the open.,Dois socorristas estão tratando um paciente ao ar livre., dois socorristas estão tratando um paciente ao ar livre ,two rescuers treating a patient out in the open ,dois socorristas estão tratando um paciente ao ar livre 
 Os homens estão trabalhando em bicicletas em uma oficina.,The men are working on bicycles in a shop.,Os homens estão trabalhando em bicicletas em uma oficina, os homens estão trabalhando em bicicletas em uma oficina ,the men are working on bicycles in a shop ,os homens estão trabalhando em bicicletas em uma oficina
 Pessoas às compras em uma loja.,People shopping in a store.,Pessoas às compras em uma loja., pessoas às compras em uma loja ,people shopping in a store ,pessoas às compras em uma loja 
 Uma mulher ajudando outra mulher com um site e um computador.,A woman helping another woman with a website in a computer.,Uma mulher ajudando outra mulher com um site em um computador., uma mulher ajudando outra mulher com um site e um computador ,a woman helping another woman with a website in a computer ,uma mulher ajudando outra mulher com um site em um computador 
 Você sabe onde ela mora?,Do you know where she lives?,Você sabe onde ela mora?, você sabe onde ela mora ,do you know where she lives ,você sabe onde ela mora 
 Seu solo de saxofone foi incrível.,Your saxophone solo was amazing.,Seu solo de saxofone foi incrível., seu solo de saxofone foi incrível ,your saxophone solo was amazing ,seu solo de saxofone foi incrível 
 EU SÓ SEI AGORA,I only know now.,Eu só sei agora., eu só sei agora,i only know now ,eu só sei agora 
 Vitória nasceu no 19º ano 70.,Victoria was born on the 1970’s.,Victoria nasceu no décimo nono anos setenta., vitória nasceu no 19o ano 70 ,victoria was born on the 1970 s ,victoria nasceu no décimo nono anos setenta 
 DESPORTO ASSOCIATIVISMO,Sport. Associativism.,Desporto. Associativismo., desporto associativismo,sport associativism ,desporto associativismo 
 O que você quer?,What do you want?,O que você quer?, o que você quer ,what do you want ,o que você quer 
 Manhã participando da conferência de imprensa do projeto,Morning working at the project’s press conference.,Manhã participando da conferência de imprensa do projeto, manhã participando da conferência de imprensa do projeto,morning working at the project s press conference ,manhã participando da conferência de imprensa do projeto
 Obteram o certificado de trabalho válido.,Obtain a valid work permit.,Obter um certificado de trabalho válido, obteram o certificado de trabalho válido ,obtain a valid work permit ,obter um certificado de trabalho válido
 Nós limpamos o tabuleiro.,We cleaned the board.,Nós limpamos o tabuleiro., nós limpamos o tabuleiro ,we cleaned the board ,nós limpamos o tabuleiro 
 A agricultura foi uma conquista muito importante na história da humanidade.,Agriculture was a very important achievement in the history of mankind.,A agricultura foi uma conquista muito importante na história da humanidade., a agricultura foi uma conquista muito importante na história da humanidade ,agriculture was a very important achievement in the history of mankind ,a agricultura foi uma conquista muito importante na história da humanidade 
 A loja é exatamente do tamanho que eu sempre quis que fosse.,The store is exactly the size that I always wanted it to be.,A loja é exatamente do tamanho que eu sempre quis que fosse., a loja é exatamente do tamanho que eu sempre quis que fosse ,the store is exactly the size that i always wanted it to be ,a loja é exatamente do tamanho que eu sempre quis que fosse 
" Ele moveu cerca de... Invisível, mas todos puderam ouvi-lo.","He moved about? invisible, but everyone could hear him.","Ele moveu cerca de? invisível, mas todos puderam ouvi-lo.", ele moveu cerca de invisível mas todos puderam ouvi lo ,he moved about invisible but everyone could hear him ,ele moveu cerca de invisível mas todos puderam ouvi lo 
 Mozilla Firefox,Mozilla Firefox.,Mozilla Firefox., mozilla firefox,mozilla firefox ,mozilla firefox 
" Isso é o que eu pensei também, mas pode não ser verdade.","That’s what I thought too, but that can’t be true.","Isso é o que eu pensei também?, mas pode não ser verdade.", isso é o que eu pensei também mas pode não ser verdade ,that s what i thought too but that can t be true ,isso é o que eu pensei também mas pode não ser verdade 
" Não ceda aos seus medos, disse o alquimista em uma voz estranhamente gentil.","“Don’t give in to your fears”, said the alchemist, in a strangely kind voice.","""Não ceda aos seus medos?"" disse o alquimista? em uma voz estranhamente gentil.", não ceda aos seus medos disse o alquimista em uma voz estranhamente gentil , don t give in to your fears said the alchemist in a strangely kind voice , não ceda aos seus medos disse o alquimista em uma voz estranhamente gentil 
" 3 cães, um segurando um friso vermelho em pé na neve.","Three dogs, one of them holding a red Frisbee, stand in the snow.",Três cães? um segurando um Frisbee vermelho? em pé na neve., 3 cães um segurando um friso vermelho em pé na neve ,three dogs one of them holding a red frisbee stand in the snow ,três cães um segurando um frisbee vermelho em pé na neve 
" De onde você é, Roberto?",Where are you from Roberto?,De onde você é Roberto., de onde você é roberto ,where are you from roberto ,de onde você é roberto 
 Por que não procuramos em seus quartos?,Why don’t we look in their rooms?,Por que não procuramos em seus quartos?, por que não procuramos em seus quartos ,why don t we look in their rooms ,por que não procuramos em seus quartos 
 Homem de cabelo castanho segurando uma preguiça de brinquedo.,Brown-haired man holding a toy sloth.,Homem de cabelos castanho segurando uma preguiça de brinquedo., homem de cabelo castanho segurando uma preguiça de brinquedo ,brown haired man holding a toy sloth ,homem de cabelos castanho segurando uma preguiça de brinquedo 
 É comum encontrar problemas? Então leia atentamente as instruções.,"It’s common to come across issues, so read the instructions carefully.","É comum encontrar problemas?, então leia atentamente as instruções.", é comum encontrar problemas então leia atentamente as instruções ,it s common to come across issues so read the instructions carefully ,é comum encontrar problemas então leia atentamente as instruções 
" Isso nos deixa, portanto, um campo bem definido em relação ao resto das passagens.",This therefore leaves us a well-defined field regarding the rest of the tickets.,"Isso nos deixa, portanto, um campo bem definido em relação ao resto das passagens.", isso nos deixa portanto um campo bem definido em relação ao resto das passagens ,this therefore leaves us a well defined field regarding the rest of the tickets ,isso nos deixa portanto um campo bem definido em relação ao resto das passagens 
 Vocês falaram ele vivo.,You skinned him alive.,Você esfolou ele vivo., vocês falaram ele vivo ,you skinned him alive ,você esfolou ele vivo 
 As crianças brincam na rua sob um jato de água de uma máquina grande.,Kids play on the street under a jet of water coming from a large machine.,As crianças brincam na rua sob um jato de água de uma máquina grande., as crianças brincam na rua sob um jato de água de uma máquina grande ,kids play on the street under a jet of water coming from a large machine ,as crianças brincam na rua sob um jato de água de uma máquina grande 
 FECHAR PORTÃO,Close gate.,Fechar portão., fechar portão,close gate ,fechar portão 
 Faça uma busca no Google por gatos brancos.,Do a Google search for white cats.,Faça uma busca no Google por gatos brancos., faça uma busca no google por gatos brancos ,do a google search for white cats ,faça uma busca no google por gatos brancos 
 Todo o desporto do país e do mundo está aqui.,All about sports in the country and the world is here.,Todo o desporto do país e do mundo está aqui., todo o desporto do país e do mundo está aqui ,all about sports in the country and the world is here ,todo o desporto do país e do mundo está aqui 
 Ainda há muito tempo.,There’s still plenty of time.,Ainda há muito tempo., ainda há muito tempo ,there s still plenty of time ,ainda há muito tempo 
 Uma silhueta de uma figura de paraquedas ao pôr do sol.,A silhouette of a figure in a parachute at sunset.,Uma silhueta de uma figura de paraquedas ao pôr do sol., uma silhueta de uma figura de paraquedas ao pôr do sol ,a silhouette of a figure in a parachute at sunset ,uma silhueta de uma figura de paraquedas ao pôr do sol 
 CRUZANDO SEUS PRÓPRIOS AMIGOS,Crossing their own friends.,Cruzando seus próprios amigos., cruzando seus próprios amigos,crossing their own friends ,cruzando seus próprios amigos 
 Três melhores amigos que apreciam a vista de um lago.,Three best friends appreciating a lake view.,Três melhores amigos que apreciam a vista de um lago., três melhores amigos que apreciam a vista de um lago ,three best friends appreciating a lake view ,três melhores amigos que apreciam a vista de um lago 
 Já é tarde demais.,It’s too late already.,Já é tarde demais., já é tarde demais ,it s too late already ,já é tarde demais 
 Eu quero pagar a conta.,I want to pay the bill.,eu quero pagar a conta, eu quero pagar a conta ,i want to pay the bill ,eu quero pagar a conta
 COMO DEVO SABER?,How should I know?,Como devo saber?, como devo saber ,how should i know ,como devo saber 
 Eles nunca vão nos fechar hoje.,They will never close us today!,Eles nunca vão nos fechar hoje!, eles nunca vão nos fechar hoje ,they will never close us today ,eles nunca vão nos fechar hoje 
 É o trabalho mestre das alquimistas.,It’s the master work of alchemists.,É o trabalho mestre dos alquimistas., é o trabalho mestre das alquimistas ,it s the master work of alchemists ,é o trabalho mestre dos alquimistas 
 APRENDA TOCAR A CIFRA DE OUJE,Learn to play the Today’s chords.,Aprenda a tocar a cifra de Hoje., aprenda tocar a cifra de ouje,learn to play the today s chords ,aprenda a tocar a cifra de hoje 
 Minha namorada dormiu debaixo de uma árvore esta manhã.,My girlfriend slept under a tree this morning.,Minha namorada dormiu debaixo de uma árvore esta manhã., minha namorada dormiu debaixo de uma árvore esta manhã ,my girlfriend slept under a tree this morning ,minha namorada dormiu debaixo de uma árvore esta manhã 
 Ele lembrou do passado.,He remembered the past.,Ele lembrou do passado., ele lembrou do passado ,he remembered the past ,ele lembrou do passado 
 Dezenas das Pequenas Casas Mais Lindas Que Você Já Viu,Dozens of the most beautiful small houses that you’ve ever seen.,Dezenas das pequenas casas mais lindas que você já viu., dezenas das pequenas casas mais lindas que você já viu,dozens of the most beautiful small houses that you ve ever seen ,dezenas das pequenas casas mais lindas que você já viu 
 A memória é o tesouro da mente.,Memory is the treasure of the mind.,A memória é o tesouro da mente., a memória é o tesouro da mente ,memory is the treasure of the mind ,a memória é o tesouro da mente 
 Acumular conexões empresariais e tecnologia.,Build business and technology contacts.,Acumular conexões empresariais e tecnologia, acumular conexões empresariais e tecnologia ,build business and technology contacts ,acumular conexões empresariais e tecnologia
 O menino começou a cavar na dunha.,The boy started to dig in the dune.,O menino começou a cavar na duna., o menino começou a cavar na dunha ,the boy started to dig in the dune ,o menino começou a cavar na duna 
 Qual é o benefício do método em termos de precisão de identificação?,What is the benefit of the method in terms of identification precision?,Qual é o benefício do método em termos de precisão de identificação?, qual é o benefício do método em termos de precisão de identificação ,what is the benefit of the method in terms of identification precision ,qual é o benefício do método em termos de precisão de identificação 
 Igreja e Estado são separados por um motivo.,Church and State are separated for a reason.,Igreja e Estado são separados por um motivo., igreja e estado são separados por um motivo ,church and state are separated for a reason ,igreja e estado são separados por um motivo 
 Onde eu estou agora?,Where I’m I now?,Onde eu estou agora?, onde eu estou agora ,where i m i now ,onde eu estou agora 
 Dois meninos puxando uma carroça.,Two boys pulling a cart.,Dois meninos puxando uma carroça., dois meninos puxando uma carroça ,two boys pulling a cart ,dois meninos puxando uma carroça 
 UOL non sangra,Gold doesn’t bleed.,O ouro não sangra., uol non sangra,gold doesn t bleed ,o ouro não sangra 
" E para fazer isso, você precisa de dinheiro.","And to do that, you need money.",E para fazer isso? você precisa de dinheiro., e para fazer isso você precisa de dinheiro ,and to do that you need money ,e para fazer isso você precisa de dinheiro 
 Então veio uma guerra.,"Then, a war came.",Então veio uma guerra., então veio uma guerra ,then a war came ,então veio uma guerra 
 Você gostaria de um selo?,Would you like a seal?,Você gostaria de um selo?, você gostaria de um selo ,would you like a seal ,você gostaria de um selo 
 E quanto ao problema alimentar?,And about the food problem?,E quanto ao problema alimentar?, e quanto ao problema alimentar ,and about the food problem ,e quanto ao problema alimentar 
 Muito provavelmente você já viu a mesma coisa.,Most likely you’ve already seen the same thing.,Muito provavelmente você já viu a mesma coisa., muito provavelmente você já viu a mesma coisa ,most likely you ve already seen the same thing ,muito provavelmente você já viu a mesma coisa 
 5 mulheres envolvidas em um jogo de futebol.,Five women engaged in a soccer game.,Cinco mulheres envolvidas em um jogo de futebol., 5 mulheres envolvidas em um jogo de futebol ,five women engaged in a soccer game ,cinco mulheres envolvidas em um jogo de futebol 
 Dois jovens sentados em uma mesa e sorrindo.,Two young men sitting in a table and laughing.,Dois jovens sentados em uma mesa e sorrindo., dois jovens sentados em uma mesa e sorrindo ,two young men sitting in a table and laughing ,dois jovens sentados em uma mesa e sorrindo 
 Um homem e uma mulher sentada em uma mesa.,A man and a woman sitting in a table.,Um homem e uma mulher sentada em uma mesa., um homem e uma mulher sentada em uma mesa ,a man and a woman sitting in a table ,um homem e uma mulher sentada em uma mesa 
 Uma criança usa um jumper vermelho enquanto segura 3 brinquedos da Pixar.,A child using a red jumper while holding three Pixar toys.,Uma criança usa um jumper vermelho enquanto segura três brinquedos da Pixar., uma criança usa um jumper vermelho enquanto segura 3 brinquedos da pixar ,a child using a red jumper while holding three pixar toys ,uma criança usa um jumper vermelho enquanto segura três brinquedos da pixar 
" Garotas em trades de banho, de mãos dadas e pulando na água.",Girls in swimsuits holding hands and jumping in the water.,Garotas em trajes de banho? de mãos dadas e pulando na água., garotas em trades de banho de mãos dadas e pulando na água ,girls in swimsuits holding hands and jumping in the water ,garotas em trajes de banho de mãos dadas e pulando na água 
 Uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha.,"A woman is being chased by a kid on the beach, while a man looks.","Uma mulher está sendo perseguida por uma criança na praia, enquanto um homem olha.", uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha ,a woman is being chased by a kid on the beach while a man looks ,uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha 
 Uma mulher batendo algo com uma cobaia no fundo.,"A woman hitting something with a rock, with a guinea pig in the background.",Uma mulher batendo algo com uma rocha? com uma cobaia no fundo., uma mulher batendo algo com uma cobaia no fundo ,a woman hitting something with a rock with a guinea pig in the background ,uma mulher batendo algo com uma rocha com uma cobaia no fundo 
